date,close,high,low,open,volume,return_1d,return_7d,rsi_14,ema_20,ema_50,macd,macd_signal,macd_hist,bb_high,bb_mid,bb_low,target_return_1d,target_direction
2010-03-17,5231.89990234375,5260.5,5177.14990234375,5198.4501953125,0,0.006502338172121647,0.021057748310645996,71.40105402416607,5063.51388729925,5049.591049709616,62.84854450173043,35.54970565859751,27.29883884313292,5277.691757271802,5022.94248046875,4768.193203665697,0.002675892173267469,1
2010-03-18,5245.89990234375,5255.64990234375,5214.39990234375,5232.5498046875,0,0.002675892173267469,0.02830538122978532,72.29339172963668,5080.883983970155,5057.289436087424,69.01384088105533,42.242532703089076,26.771308177966255,5306.677753649005,5039.5374755859375,4772.39719752287,0.003221544950981592,1
2010-03-19,5262.7998046875,5269.9501953125,5237.10009765625,5246.7998046875,0,0.003221544950981592,0.028643988211580762,73.37342077458703,5098.209300228949,5065.348666228604,74.40585913295035,48.67519798906133,25.730661143889023,5332.732365193791,5058.289965820312,4783.847566446833,-0.010944670424988812,0
2010-03-22,5205.2001953125,5260.9501953125,5187.0498046875,5260.9501953125,0,-0.010944670424988812,0.013986888677028242,64.18935271770201,5108.398909284526,5070.83303991817,73.18760420485796,53.57767923222066,19.6099249726373,5339.4207854492215,5076.30498046875,4813.189175488278,0.003861447902253623,1
2010-03-23,5225.2998046875,5243.60009765625,5193.39990234375,5205.85009765625,0,0.003861447902253623,0.01718898280854586,65.79814066964659,5119.532327894332,5076.890560105202,73.00247184148066,57.46263775407267,15.53983408740799,5345.024421550346,5094.749975585937,4844.475529621528,0.006717336606171909,1
2010-03-25,5260.39990234375,5267.2998046875,5202.9501953125,5225.2998046875,0,0.006717336606171909,0.02563902640016602,68.46264987367614,5132.948287365705,5084.087004898871,74.82549590723829,60.9352093847058,13.890286522532492,5351.972155647859,5114.26748046875,4876.562805289642,0.004106170264094544,1
2010-03-26,5282.0,5293.75,5260.5498046875,5260.5498046875,0,0.004106170264094544,0.016140493789563504,70.01097420746487,5147.143688568972,5091.848298824405,77.12416362470049,64.17300023270474,12.951163391995749,5352.841512631664,5135.437475585937,4918.03343854021,0.003947386909551209,1
2010-03-29,5302.85009765625,5329.5498046875,5242.14990234375,5283.89990234375,0,0.003947386909551209,0.013561076594893695,71.46716642309464,5161.972870386808,5100.122879170753,79.70946192150404,67.28029257046461,12.429169351039434,5346.552314097625,5157.59248046875,4968.632646839876,-0.007618526188701069,0
2010-03-30,5262.4501953125,5325.0,5251.35009765625,5302.9501953125,0,-0.007618526188701069,0.003154900641805236,64.89203213368717,5171.54213942735,5106.48865627435,77.60382636113445,69.34499932859859,8.258827032535862,5334.835124925276,5174.6,5014.364875074724,-0.0025368596681716316,0
2010-03-31,5249.10009765625,5293.89990234375,5235.14990234375,5260.39990234375,0,-0.0025368596681716316,-0.0026031214447959083,62.834782513499356,5178.928611639626,5112.081261818738,74.00477274597506,70.27695401207389,3.7278187339011737,5332.078551547917,5186.205004882812,5040.331458217707,0.007887047603118758,1
2010-04-01,5290.5,5298.60009765625,5249.2001953125,5249.2001953125,0,0.007887047603118758,0.016387420557679278,66.39294391705926,5189.554458150138,5119.078075080748,73.64419847381578,70.95040290442226,2.693795569393515,5341.652248129459,5196.325,5050.997751870541,0.014724487731547109,1
2010-04-05,5368.39990234375,5377.5498046875,5291.39990234375,5291.39990234375,0,0.014724487731547109,0.027386007120180578,71.85348707037106,5206.587357597149,5128.855401640081,78.7366843623804,72.50765919601389,6.229025166366512,5364.084960584803,5210.732495117188,5057.380029649572,-0.00044704239389881106,0
2010-04-06,5366.0,5388.64990234375,5351.7001953125,5369.64990234375,0,-0.00044704239389881106,0.02007453798506842,71.46822195177948,5221.769514016469,5138.155189811058,81.63779438027268,74.33368623286565,7.304108147407035,5381.413460378285,5224.597485351563,5067.78151032484,0.0016119832917909083,1
2010-04-07,5374.64990234375,5399.64990234375,5345.0498046875,5365.7001953125,0,0.0016119832917909083,0.01754068579018364,72.04991948494649,5236.329551000019,5147.429492263321,83.67041928917388,76.2010328441273,7.469386445046581,5399.740469199827,5237.12998046875,5074.519491737672,-0.013061261348508935,0
2010-04-08,5304.4501953125,5383.64990234375,5290.25,5376.2998046875,0,-0.013061261348508935,0.0003017429545966177,61.15318764004386,5242.817231410731,5153.5871668927,78.70944600118582,76.70271547553901,2.006730525646816,5399.781874343545,5247.277490234375,5094.773106125206,0.010802213722005627,1
2010-04-09,5361.75,5377.4501953125,5302.25,5302.39990234375,0,0.010802213722005627,0.018869500138158246,65.71158980643224,5254.144161752566,5161.7504152498495,78.49659441442873,77.06149126331695,1.4351031511117753,5407.343001200071,5259.552490234375,5111.761979268679,-0.0041124268545716935,0
2010-04-12,5339.7001953125,5382.14990234375,5324.89990234375,5354.14990234375,0,-0.0041124268545716935,0.01726012001499133,62.664300181228654,5262.292355424941,5168.728837997404,75.67632348774623,76.78445770820281,-1.1081342204565772,5409.575317342493,5269.867504882813,5130.159692423133,-0.0031368802343442193,0
2010-04-13,5322.9501953125,5356.5,5301.7001953125,5340.85009765625,0,-0.0031368802343442193,0.006133672679803359,60.373877805361914,5268.069292557089,5174.776734362703,71.26811893279319,75.68118995312089,-4.413071020327706,5406.465045067897,5279.165014648437,5151.864984228977,-0.009271192824555907,0
2010-04-15,5273.60009765625,5373.14990234375,5265.2998046875,5323.2998046875,0,-0.009271192824555907,-0.017658856719319993,54.09981253465637,5268.596035899867,5178.652160374215,63.0654651928553,73.15804500106778,-10.092579808212477,5393.573664571512,5286.4000244140625,5179.226384256613,-0.0020858616118595297,0
2010-04-16,5262.60009765625,5283.0498046875,5237.5498046875,5273.39990234375,0,-0.0020858616118595297,-0.01926945626980059,52.783120006963074,5268.02499416238,5181.94423634606,55.04269698985081,69.53497539882439,-14.492278408973576,5389.617516803477,5289.625024414063,5189.632532024649,-0.01120172428430466,0
2010-04-19,5203.64990234375,5279.0498046875,5160.89990234375,5279.0498046875,0,-0.01120172428430466,-0.031816025807640314,46.282133981219786,5261.894033036796,5182.795438934205,43.42720550114609,64.31342141928873,-20.88621591814264,5392.1472360778835,5288.2125244140625,5184.2778127502415,0.0050830082363124696,1
2010-04-20,5230.10009765625,5257.25,5208.2998046875,5208.2998046875,0,0.0050830082363124696,-0.014016551182241765,49.29947862463408,5258.86603919103,5184.650523589971,35.94183936824447,58.63910500907988,-22.697265640835404,5392.86098628234,5287.422534179687,5181.984082077035,0.0028297364125271507,1
2010-04-21,5244.89990234375,5266.2998046875,5230.2998046875,5230.2998046875,0,0.0028297364125271507,-0.02179327601179648,50.959349013692375,5257.535930919861,5187.013244325413,30.848253861774538,53.08093477961881,-22.23268091784427,5393.084764058678,5286.5275390625,5179.970314066322,0.004661708663224351,1
2010-04-22,5269.35009765625,5331.7998046875,5221.10009765625,5248.60009765625,0,0.004661708663224351,-0.013174915272959997,53.658592161082765,5258.66108965666,5190.242140534466,28.456448844748593,48.156037592644765,-19.699588747896172,5389.982107102271,5289.735034179687,5189.487961257104,0.006594741164656526,1
2010-04-23,5304.10009765625,5311.0498046875,5269.64990234375,5269.64990234375,0,0.006594741164656526,-0.0035412876252063352,57.25927466676606,5262.988614228049,5194.70715846081,29.030317291866595,44.33089353248913,-15.300576240622533,5389.582671140542,5293.675048828125,5197.767426515708,0.003459606213758848,1
