date,close,high,low,open,volume,return_1d,return_7d,rsi_14,ema_20,ema_50,macd,macd_signal,macd_hist,bb_high,bb_mid,bb_low,target_return_1d,target_direction
2010-03-17,17490.080078125,17576.779296875,17389.470703125,17389.470703125,16800,0.006149645378277446,0.022656232245394925,72.453243582964,16928.077711325455,16893.668314402374,207.32291630321197,113.26713314983307,94.0557831533789,17638.75327097391,16788.82646484375,15938.899658713593,0.001668356426594908,1
2010-03-18,17519.259765625,17548.130859375,17417.609375,17492.810546875,13600,0.001668356426594908,0.027369572438121992,73.02449951391932,16984.38076411589,16918.201312489535,226.72858040116625,135.9594226000997,90.76915780106654,17732.88627966857,16843.3439453125,15953.801610956427,0.0033660499309855485,1
2010-03-19,17578.23046875,17600.869140625,17502.140625,17531.470703125,13800,0.0033660499309855485,0.028067091255827847,74.18942535707487,17040.937878842946,16944.084808813474,244.052862432025,157.57811056648478,86.47475186554021,17817.188633782043,16905.8634765625,15994.538319342955,-0.009537942772343322,0
2010-03-22,17410.5703125,17559.1796875,17337.380859375,17481.9609375,12200,-0.009537942772343322,0.01413151951377456,65.5254532315517,17076.140967762665,16962.378357977654,241.47018930883132,174.3565263149541,67.11366299387723,17841.21043928095,16966.810498046874,16092.4105568128,0.0023232563910304815,1
2010-03-23,17451.01953125,17530.7890625,17356.640625,17422.509765625,12600,0.0023232563910304815,0.01656705891213983,66.5406664872761,17111.843688094792,16981.540756929513,239.92164873585716,187.46955079913474,52.452097936722424,17858.303529321387,17027.508984375,16196.714439428612,0.0061790130904333385,1
2010-03-25,17558.849609375,17575.23046875,17383.2109375,17458.509765625,13800,0.0061790130904333385,0.022945505335112193,69.14888539464468,17154.415680597667,17004.180319770512,244.5760844480792,198.89085752892362,45.68522691915558,17878.929020080133,17091.13544921875,16303.341878357363,0.0048926984489992,1
2010-03-26,17644.759765625,17682.939453125,17558.849609375,17558.849609375,13000,0.0048926984489992,0.015047884381768073,71.08294596861006,17201.115117266934,17029.301082353042,252.28876210639282,209.57043844441748,42.71832366197535,17883.852873168533,17160.574951171875,16437.297029175217,0.00377391614476541,1
2010-03-29,17711.349609375,17793.009765625,17639.1796875,17639.1796875,14800,0.00377391614476541,0.012651144549460591,72.52091536985036,17249.708878420082,17056.048083412727,260.7683829970192,219.81002735493783,40.958355642081386,17864.515311447125,17233.432421875,16602.349532302876,-0.006841922844538995,0
2010-03-30,17590.169921875,17783.349609375,17558.220703125,17703.669921875,12600,-0.006841922844538995,0.004047554360095518,66.08101945155931,17282.133739701505,17076.99403786223,254.77348545552377,226.80271897505503,27.97076648046874,17821.560007804517,17291.46337890625,16761.366750007983,-0.0035474580917720377,0
2010-03-31,17527.76953125,17699.5,17488.55078125,17602.390625,13600,-0.0035474580917720377,-0.0028706494427700457,62.97961955864631,17305.527624610884,17094.671508191164,242.1954179249442,229.8812587650329,12.314159159911299,17811.5257248428,17329.223828125,16846.9219314072,0.009405053454239587,1
