date,close,high,low,open,volume,return_1d,return_7d,rsi_14,ema_20,ema_50,macd,macd_signal,macd_hist,bb_high,bb_mid,bb_low,target_return_1d,target_direction
2010-03-17,9188.2939453125,9220.942981139731,9141.89409222438,9162.3440506265,0,0.00938708956560097,0.004641473927706308,65.90716845396064,8945.34147321345,8867.617837743937,140.27552557634226,106.41366861797448,33.86185695836778,9434.384467201842,8876.7818359375,8319.179204673157,0.0069543310085979915,1
2010-03-18,9252.1923828125,9287.491777659065,9171.943314538195,9213.992631015308,0,0.0069543310085979915,0.01248604314357138,68.13973688411721,8974.56536936574,8882.69919245251,146.54055338228136,114.43904557083587,32.10150781144549,9471.304767720447,8911.821435546875,8352.338103373304,0.0019995260836087603,1
2010-03-19,9270.6923828125,9293.991917522351,9231.7934194822,9293.592508087911,0,0.0019995260836087603,0.016618756708473903,68.77723548139409,9002.767942074955,8897.914611682314,151.25485661049788,121.80220777876828,29.452648831729604,9504.403497554238,8946.666015625,8388.928533695762,-0.009044484419303167,0
2010-03-22,9186.84375,9240.74253955275,9066.595143285973,9171.0939324886,0,-0.009044484419303167,1.0949031196805237e-05,62.657766650963154,9020.29897140115,8909.245166126144,146.5359171306318,126.74894964914098,19.786967481490805,9506.493346394427,8981.658154296874,8456.822962199321,0.0039131196446005045,1
2010-03-23,9222.79296875,9257.792561094548,9166.293626822371,9192.343128100018,0,0.0039131196446005045,0.005450795443088685,64.13130923508183,9039.584114005802,8921.541158385904,144.03656128879447,130.2064719770717,13.830089311722787,9501.922964763195,9018.13525390625,8534.347543049305,0.01033836855446868,1
2010-03-25,9318.1416015625,9341.8913252807,9165.393378490717,9191.293467818596,0,0.01033836855446868,0.025617717481827063,67.76463765356951,9066.113398535012,8937.09411694185,148.043092961414,133.77379617394016,14.269296787473849,9499.425910041473,9058.399755859375,8617.373601677276,0.014804265494781532,1
2010-03-26,9456.08984375,9473.089645364123,9321.391220356105,9331.54149252851,0,0.014804265494781532,0.03880601370214687,72.15868960284976,9103.25401236501,8957.446890542169,160.4994309083504,139.11892312082222,21.380507787528188,9500.579689341874,9105.981689453125,8711.383689564376,0.006493108153269311,1
2010-03-29,9517.4892578125,9578.388942329497,9451.990017250557,9451.990017250557,0,0.006493108153269311,0.03582768623417221,73.86621688934328,9142.704988121915,8979.409336317476,173.3275756534331,145.9606536273444,27.366922026088673,9494.657232804264,9154.971142578124,8815.285052351985,-0.004969777575390855,0
2010-03-30,9470.189453125,9587.538671648505,9461.139753889292,9558.838810761676,0,-0.004969777575390855,0.023561666391358926,70.289784680989,9173.893984788876,8998.655615407968,177.62966958800462,152.29445681947647,25.33521276852815,9496.14153856018,9192.348193359376,8888.554848158572,-0.0011298818640813613,0
2010-03-31,9459.4892578125,9537.338935579024,9440.239482374602,9509.73867161792,0,-0.0011298818640813613,0.020364916362668017,69.47033819998619,9201.09353460065,9016.727522953244,178.12240943103643,157.46004734178845,20.662362089247978,9517.645748949653,9219.2228515625,8920.799954175345,0.0050901681171879876,1
2010-04-01,9507.6396484375,9523.289857416468,9445.440175050664,9464.040545100734,0,0.0050901681171879876,0.0349190545923348,71.10292065573948,9230.288402585113,9035.978978854588,180.31963095984065,162.0319640653989,18.28766689444174,9554.132133915922,9242.63759765625,8931.143061396579,0.020073084730484414,1
2010-04-05,9698.4873046875,9708.787966659866,9581.88904547471,9593.43871642154,0,0.020073084730484414,0.051578121459444626,76.47310753098569,9274.878774213912,9061.959697514701,195.21049070793742,168.66766939390664,26.54282131403079,9628.183790553549,9276.877197265625,8925.570603977701,0.0030519820715435575,1
2010-04-06,9728.0869140625,9772.28659468027,9673.986958106074,9732.48627689547,0,0.0030519820715435575,0.04399432097396527,77.18139312224493,9318.041454199492,9088.082333457753,207.01372013926266,176.33687954297784,30.67684059628482,9696.06857413168,9311.364306640626,8926.660039149572,-0.004846730346779959,0
2010-04-07,9680.9375,9793.086589628225,9639.737782628958,9778.38656484484,0,-0.004846730346779959,0.0237780795196878,73.3911876124119,9352.602982370969,9111.331555675097,210.1409270318727,183.09768904075682,27.043237991115888,9746.74055295609,9338.118994140625,8929.49743532516,-0.016635563607605097,0
2010-04-08,9519.8896484375,9676.588027351743,9492.18977421322,9676.588027351743,0,-0.016635563607605097,0.00025220838815553925,62.16221669254567,9368.535045805877,9127.35344166578,197.34912744096255,185.94797672079795,11.401150720164594,9762.326045843967,9357.2087890625,8952.091532281034,0.0143381963358582,1
2010-04-09,9656.3876953125,9686.137349321256,9537.889073462498,9537.889073462498,0,0.0143381963358582,0.01966151185349907,66.79887438264753,9395.949583854126,9148.099882985262,195.96680241314607,187.9517418592676,8.01506055387847,9793.705310453723,9384.07099609375,8974.436681733776,-0.008393286463047045,0
2010-04-12,9575.3388671875,9667.287993449185,9547.488605052376,9661.087870222707,0,-0.008393286463047045,0.012246920126191885,61.94497865602513,9413.034277504925,9164.854352953977,186.18511073279842,187.5984156339738,-1.4133049011753656,9810.709855731413,9403.50078125,8996.291706768588,-0.00965492919178057,0
2010-04-13,9482.8896484375,9565.238299528406,9453.439795830374,9564.938498329666,0,-0.00965492919178057,-0.0026031697577082458,56.86880372724678,9419.687169974695,9177.32632532588,169.0247580831474,183.8836841238085,-14.858926040661117,9813.306246732882,9419.00556640625,9024.704886079617,-0.01459454265850324,0
2010-04-15,9344.4912109375,9575.13892599126,9330.691566329331,9501.48938971932,0,-0.01459454265850324,-0.03650013477657543,50.23247792350043,9412.52565006639,9183.881811036139,142.6134980803381,175.62964691511445,-33.016148834776345,9797.546134371552,9431.960400390624,9066.374666409696,0.0009792283408955882,1
2010-04-16,9353.6416015625,9410.041338576464,9266.043007359038,9345.391697169836,0,0.0009792283408955882,-0.03849115615514476,50.64258676077887,9406.917645446973,9190.539057723448,121.02563609858771,164.70884475180912,-43.68320865322141,9780.040524380394,9444.500244140625,9108.959963900856,-0.0054363435698141505,0
2010-04-19,9302.7919921875,9356.94077529496,9205.892730656707,9273.741549440458,0,-0.0054363435698141505,-0.03906083556602857,48.26248534342093,9397.000916565119,9194.941133584784,98.6764803952392,151.50237188049516,-52.825891485255966,9771.696908632284,9450.225146484376,9128.753384336467,0.015393039241096362,1
2010-04-20,9445.990234375,9501.739588853938,9314.441952883368,9314.441952883368,0,0.015393039241096362,-0.007762633474919456,54.716816996163516,9401.666565880345,9204.786196360872,91.46516142443397,139.49492978928293,-48.02976836484896,9768.344463055071,9459.9150390625,9151.485615069929,0.011560274728012798,1
2010-04-21,9555.1884765625,9574.438252282103,9476.989192354968,9476.989192354968,0,0.011560274728012798,-0.010480028551372755,58.924923650552145,9416.287700231027,9218.527462251133,93.48390050871058,130.29272393316847,-36.8088234244579,9772.424426257627,9474.13984375,9175.855261242372,0.007111237932843517,1
